xServ,sbytes,dbytes,rate,sload,dload,sinpkt,sjit,djit,stcpb,dtcpb,dmean,response_body_len,attack_cat
999,146,178,3033.367149,590495.5,719919.125,0.011,0,0,0,0,89,0,0
5,4254,1848,66.449083,50402.40234,21708.76172,28.091522,1443.858055,39.867766,2925685659,3697134184,92,0,4
999,180,0,90909.0902,65454544,0,0.011,0,0,0,0,0,0,3
999,2128,0,0.233078,991.981201,0,4290.404,6067.5355,0,0,0,0,0,1
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,2
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,360,0,2.887417,2078.940186,0,346.330344,489.773031,0,0,0,0,0,2
999,270,0,0.193653,69.714935,0,5163.8865,9501.71,0,0,0,0,0,0
999,1018,268,60.843534,29756.54492,7268.773926,24.246333,1179.082222,53.705656,1156771907,2801473661,45,0,8
999,1860,0,166666.6608,1240000000,0,0.006,0,0,0,0,0,0,5
2,948,46842,195.453674,25991.65039,1347406,20.858769,1130.460074,907.925962,2561107072,3999560760,1171,22354,5
999,1684,10168,30.759857,12415.0752,76236.82031,77.49669,8765.545846,7675.545774,2410482208,261953074,565,0,0
999,2438,20194,4895.727194,1207527.875,10015259,0.415486,25.150059,22.383919,1896781288,4046613183,505,0,0
999,180,0,250000.0006,180000000,0,0.004,0,0,0,0,0,0,3
999,1280,0,20.607666,10551.125,0,48.525633,52.253805,0,0,0,0,0,5
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
999,27208,642,82.608274,405095.5938,9052.330078,16.530065,1197.408037,60.803266,245845252,3465862844,54,0,1
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,5
7,114,0,166666.6608,76000000,0,0.006,0,0,0,0,0,0,6
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,7
999,174,0,100000.0025,69600000,0,0.01,0,0,0,0,0,0,8
999,336,0,100000.0025,134400000,0,0.01,0,0,0,0,0,0,8
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,604,268,59.080009,17141.08008,7058.091797,26.675889,1312.417678,64.585863,2995794347,3973932926,45,0,8
999,130,162,2994.012136,518962.0938,646706.625,0.011,0,0,0,0,81,0,0
999,1920,4312,7413.508915,2415815.5,5447117,0.271524,16.626735,13.925672,2266807587,121769715,180,0,0
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
7,264,0,200000.0051,211200000,0,0.005,0,0,0,0,0,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,2
999,180,0,90909.0902,65454544,0,0.011,0,0,0,0,0,0,2
6,958,3628,9.32714,1742.979492,6595.005859,220.041893,16714.2672,464.584469,3171143582,2516396954,181,0,5
999,1046,848,10.812419,3950.137207,3146.928955,171.671551,11848.97759,296.374,2337269763,2596244558,85,0,1
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
7,114,0,45454.5451,20727272,0,0.022,0,0,0,0,0,0,6
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,4
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,3
999,26316,1596,10.996843,47719.74609,2802.089111,137.130801,19281.30209,767.049813,1239267449,3727022316,100,0,4
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,5
999,568,320,17.840304,8685.679688,4893.34082,104.691336,148.043172,98.059211,0,0,80,0,0
999,524,0,166666.6608,349333312,0,0.006,0,0,0,0,0,0,8
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,168,0,333333.3215,224000000,0,0.003,0,0,0,0,0,0,7
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,2
999,564,354,10.300234,2462.361816,1502.622314,178.018333,13069.91181,328.643031,2684447885,3215803253,44,0,7
999,1684,10168,28.653693,11565,71016.78906,83.193695,8790.890975,7934.005424,1336523392,1337529093,565,0,0
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,502,354,1.292354,274.891357,188.531677,1461.587556,107007.4347,3271.90025,3755704156,362448875,44,0,8
999,886,0,100000.0025,354400000,0,0.01,0,0,0,0,0,0,1
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,1580,10168,27.98955,11188.09863,74154.9375,94.156817,9673.124402,7790.522606,588914174,2735364298,565,0,0
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,13350,548216,562.899125,89478.24219,3681747.25,5.165965,1227.114621,889.370314,3756928808,3760999746,1252,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,2
999,168,0,142857.1409,96000000,0,0.007,0,0,0,0,0,0,7
999,200,0,500000.0013,400000000,0,0.002,0,0,0,0,0,0,2
7,114,0,1000000.003,456000000,0,0.001,0,0,0,0,0,0,6
2,874,2450,74.096673,27441.91992,74759.1875,25.492222,1373.675152,55.07568,3568592487,389313084,306,803,5
999,564,354,13.410864,3205.985352,1956.408325,139.22,11590.96755,299.805437,2442231990,3043927511,44,0,7
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,2
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,5158,804,9.282642,15465.68848,2337.611328,190.59562,15804.11881,378.859656,774484865,835207637,80,0,1
2,1036,59865,83.768823,10021.3291,604867.625,51.729667,4255.615046,1779.164405,4256695902,964753080,1197,28672,1
999,400,0,2.405949,1924.759521,0,415.636344,587.788625,0,0,0,0,0,4
2,2002,268,79.506002,76410.57031,9498.317383,19.636667,999.423884,59.160223,2895830976,3712993237,45,0,5
999,806,1160,29.942494,10229.76465,14301.94434,63.083889,3407.217935,93.890445,268377176,361041836,145,0,2
999,110,0,142857.1409,62857140,0,0.007,0,0,0,0,0,0,8
999,7810,16572,390.315142,97923.27344,207843.6094,5.226884,430.054473,426.879379,2974584569,830219684,132,0,0
7,114,0,142857.1409,65142856,0,0.007,0,0,0,0,0,0,6
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
3,1240,1614,8.315641,1757.741699,2278.115967,235.282132,15399.37887,18008.0847,2632477089,1819097284,73,0,5
999,1144,806,20.247482,8091.279297,5599.875,90.685634,5499.303341,138.686875,2520209205,311707549,81,0,1
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
7,114,0,200000.0051,91200000,0,0.005,0,0,0,0,0,0,6
999,77,0,125000.0003,39000000,0,0.008,0,0,0,0,0,0,1
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,1
999,360,0,0.433925,156.213165,0,2304.54325,4770.138,0,0,0,0,0,0
999,594,0,111111.1072,263999984,0,0.009,0,0,0,0,0,0,8
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,7
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
7,114,0,166666.6608,76000000,0,0.006,0,0,0,0,0,0,6
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,564,354,26.858531,6420.768555,3918.185547,70.327333,5479.640938,140.646391,419241119,2664678259,44,0,7
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,7
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,6
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
5,596,560,61.744983,15603.32031,14237.66699,28.597,1713.554101,49.607785,3504818063,3550435302,70,0,7
999,564,354,26.714774,6386.402344,3897.214111,70.102667,5421.527873,132.464109,4141606296,1151858353,44,0,7
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,168,0,1000000.003,672000000,0,0.001,0,0,0,0,0,0,7
999,908,354,33.232724,12792.64356,4848.067871,52.952333,3465.585419,116.265453,1482271930,64010922,44,0,8
999,240,0,250000.0006,240000000,0,0.004,0,0,0,0,0,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,7
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,1
999,144,0,100000.0025,57600000,0,0.01,0,0,0,0,0,0,8
999,2158,2478,48.049398,16921.56641,19424.22461,42.512175,2827.714008,78.756625,4086285283,1941242739,103,0,0
999,1612,354,30.01349,20493.91797,4378.438477,60.202,3836.332977,108.522922,3759172041,862058411,44,0,1
999,574,354,12.164335,2959.51123,1774.56189,151.833111,9570.661421,274.947063,3577207370,3731805327,44,0,1
999,146,178,2935.420795,571428.5625,696673.1875,0.011,0,0,0,0,89,0,0
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,3
999,200,0,1000000.003,800000000,0,0.001,0,0,0,0,0,0,7
3,68216,1026,51.35913,332416.0938,4826.520508,25.207619,2519.498166,118.266414,3579786403,2422803282,51,0,1
999,222,0,250000.0006,222000000,0,0.004,0,0,0,0,0,0,8
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,3
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,614,268,19.758863,5827.547363,2360.525391,84.350333,4831.632872,218.877938,2290357091,935183149,45,0,8
2,812,2864,56.41936,19408.25977,66535.01563,33.479444,1636.463184,56.533918,63479818,2046665586,358,1023,5
999,298,0,111111.1072,132444440,0,0.009,0,0,0,0,0,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,5
999,450,0,0.438275,157.778885,0,2281.67375,5055.469,0,0,0,0,0,0
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,1
999,4400,3080,164.506914,97965.3125,68758.11719,12.818111,720.773553,18.181455,3233196708,3236773522,103,0,0
3,756,682,8.614093,1935.069702,1725.575073,223.247774,13953.1914,372.705406,4034075611,3700141796,57,0,1
999,1474,0,90909.0902,536000000,0,0.011,0,0,0,0,0,0,8
999,168,0,111111.1072,74666664,0,0.009,0,0,0,0,0,0,7
999,168,0,500000.0013,336000000,0,0.002,0,0,0,0,0,0,7
2,902,27522,116.856745,20895.25,668648,28.784273,1517.383264,1224.275912,925022844,3552841760,1059,12987,5
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
2,2244,282289,189.558888,12810.96094,1645318.5,35.034103,1798.362332,792.690383,2395278951,625237154,1283,136455,4
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,146,178,2952.755752,574803.125,700787.375,0.01,0,0,0,0,89,0,0
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,1
999,564,354,26.471504,6328.246582,3861.725342,69.403222,5449.20219,137.898359,2982053099,3618992006,44,0,7
999,828,1094,25.054087,8795.458008,11294.97168,75.392444,3815.390505,129.840594,444695796,1060367861,137,0,2
999,564,354,6.968949,1665.988892,1016.646729,292.159375,16720.90859,487.277938,3531119129,410344895,44,0,7
2,770,4230,39.844229,11626.12695,63868.20313,52.984111,2620.47013,2671.753189,3507299254,2391689431,423,1663,5
999,168,0,111111.1072,74666664,0,0.009,0,0,0,0,0,0,7
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,830,1286,37.13339,13053.47852,19676.32813,50.758,2504.534718,67.049602,3908129610,1512110478,161,0,2
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,534,268,28.573551,7330.068359,3413.586914,58.226333,2984.401603,121.234352,2574656218,3450825200,45,0,0
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,4
999,614,268,23.065781,6802.867676,2755.592041,66.174444,3999.501804,187.067234,4010734718,1660034339,45,0,8
999,2542,21006,3926.320862,961318.4375,7951914.5,0.520641,32.93855,31.038275,3929955966,1780720063,500,0,0
999,17266,354,56.075117,272533.375,5150.603516,22.755894,1794.877792,93.582203,1779236282,1290149946,44,0,1
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,564,354,27.243808,6512.872559,3974.390869,69.332778,5228.153705,142.163656,375732831,1914532429,44,0,7
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,534,268,20.906303,5363.163574,2497.606201,66.388333,3284.802132,162.022297,4059060577,1649278110,45,0,0
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,168,0,200000.0051,134400000,0,0.005,0,0,0,0,0,0,7
2,920,354,10.329355,4024.802734,1506.870605,180.937222,10681.03233,347.826781,1474005563,1267808476,44,0,7
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,7
999,200,0,28571.42781,22857142,0,0.035,0,0,0,0,0,0,3
999,564,354,27.03184,6462.199707,3943.468506,69.394556,5431.90241,137.230984,3985573574,3500225399,44,0,7
999,1038,840,17.614789,6388.296875,5073.059082,116.084398,182.133703,178.366922,399842728,1204628765,84,0,1
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,4
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,146,178,2819.548997,548872.1875,669172.9375,0.01,0,0,0,0,89,0,0
999,900,0,1.323555,476.47995,0,755.540687,1095.4585,0,0,0,0,0,0
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,4
999,232,0,125000.0003,116000000,0,0.008,0,0,0,0,0,0,8
5,3235,2048,6.867469,3242.481934,2034.843994,266.083242,18179.23486,556.579438,3965124171,3855290316,85,0,4
999,564,354,11.269211,2694.004395,1643.979004,167.615,11860.38088,296.877469,3472621118,292107208,44,0,7
999,564,354,23.934661,5721.791992,3491.644775,78.821,5804.982675,139.746703,3389708623,1039255058,44,0,7
999,536,354,27.006804,6138.487793,3939.816162,66.413889,4127.55859,139.403703,1094743484,2351371805,44,0,8
7,17078,0,25.611897,30165.91406,0,39.044355,53.99923,0,0,0,0,0,1
999,78,0,333333.3215,104000000,0,0.003,0,0,0,0,0,0,4
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,7
999,2104,0,100000.0025,841600000,0,0.01,0,0,0,0,0,0,1
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
999,564,354,27.098197,6478.062988,3953.148682,69.266444,5464.149857,139.063375,1483164214,3220861088,44,0,7
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,4
999,532,268,39.124957,9995.12207,4674.128418,37.637667,2103.051649,86.728344,606741377,3014564380,45,0,8
999,4560,3080,30.312441,18710.75391,12669.53711,69.632406,4332.373111,115.228906,1656785849,1917135361,103,0,0
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,4
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
7,114,0,200000.0051,91200000,0,0.005,0,0,0,0,0,0,6
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,726,268,39.270306,13697.48242,4691.492676,38.885,2038.271273,80.908102,2871710305,3368308584,45,0,8
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,17954,354,20.396523,103082.5156,1873.458374,68.705053,5782.944926,242.16175,1646253599,66835844,44,0,5
999,256,0,166666.6608,170666656,0,0.006,0,0,0,0,0,0,8
999,1780,354,19.190348,14467.26465,2799.533203,98.335444,5198.452014,214.8575,2725297495,3079307862,44,0,1
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,992,716,22.075388,8458.359375,5827.902344,74.362366,3747.29076,144.87725,2449718802,2488416045,90,0,1
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,4
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,1
999,168,0,111111.1072,74666664,0,0.009,0,0,0,0,0,0,7
7,114,0,200000.0051,91200000,0,0.005,0,0,0,0,0,0,6
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,2516,354,9.774935,10418.93066,1425.990601,193.200556,11446.07773,345.173906,2807919407,90823043,44,0,0
999,224,0,1000000.003,896000000,0,0.001,0,0,0,0,0,0,8
999,1856,268,65.95958,58783.17578,7879.971191,25.268,1199.589969,64.131609,3732459560,3533486381,45,0,5
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
999,534,268,20.487074,5255.617188,2447.522461,79.134667,4471.7245,224.634797,2525218818,572918140,45,0,1
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,314,0,333333.3215,418666656,0,0.003,0,0,0,0,0,0,0
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,724,268,62.493231,21730.97852,7465.85791,25.342889,1408.057326,70.982984,4111228192,3501049438,45,0,8
999,3614,49590,3407.203121,800608.25,10991130,0.606776,32.659516,31.977706,4232724707,4252454171,800,0,0
999,564,354,10.109335,2416.72583,1474.77356,181.427222,10853.42785,365.081656,3251465469,3775021568,44,0,7
999,774,556,28.814112,7206.033691,5021.172363,61.401541,3174.81549,114.300203,2791333433,1148343252,56,0,1
999,684,268,28.747196,9444.412109,3434.331543,57.857444,3218.618558,145.555609,1622845501,129146287,45,0,8
6,1108,41094,87.849976,10512.30176,398299.4063,35.135129,1780.920362,1283.345795,1926966553,474566789,856,0,5
3,1186,1656,34.390702,7249.240234,10115.66504,59.539904,3137.022671,3728.544616,112222600,589508479,75,0,5
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,5
999,154,0,111111.1072,68444440,0,0.009,0,0,0,0,0,0,8
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,2542,21110,5415.987098,1294094.625,10769853,0.383436,22.824657,22.892878,3869955581,1720658538,480,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
999,588,268,19.517196,5516.86084,2331.654297,83.137444,4578.034438,223.096219,1085684101,3122545887,45,0,1
999,564,354,20.470607,4893.679199,2986.300293,92.131222,6407.183845,161.083125,2036494644,1891192530,44,0,7
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,7
999,900,0,1.218654,438.715302,0,820.57775,1301.85075,0,0,0,0,0,0
3,364,668,24.113584,4102.524414,7523.438477,88.865141,6001.604971,178.578984,2639271471,51680067,84,0,5
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,594,0,83333.33039,198000000,0,0.012,0,0,0,0,0,0,8
3,1206,1618,41.991902,8999.938477,12070.23047,48.762237,2740.426132,2930.007128,2649105577,588318664,74,0,5
999,468,354,13.667001,2714.105469,1993.77417,134.504556,7841.083841,296.105844,1300995363,595187176,44,0,6
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
2,916,268,76.255549,33552.44141,9109.996094,20.117889,1097.241127,66.001859,2167906558,2465176767,45,0,5
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
2,566,268,82.305432,22387.07813,9832.755859,18.170444,985.146576,48.057137,23403512,2761565572,45,0,1
999,1612,354,36.148832,24683.27344,5273.476562,50.452222,3417.170012,116.840719,3250408725,2531204294,44,0,1
2,746,354,14.029829,4436.727051,2046.704468,134.621556,7401.901089,306.021813,461818752,4090296488,44,0,7
999,4862,80646,4136.98556,940980.625,15609703,0.488313,26.984219,26.327162,243619845,254149511,938,0,0
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,2
999,104,0,111111.1072,46222220,0,0.009,0,0,0,0,0,0,7
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
2,816,6574,112.820729,31589.80469,259036.3906,20.681778,1082.096022,1495.310915,2807725629,1492683247,548,2794,5
999,2048,2410,470.981756,150944.8438,178242.5625,4.507913,404.056221,389.241864,3901906802,1756938458,93,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
6,1814,183234,141.908795,10298.93945,1059935,35.233896,2151.762804,1099.354527,363887985,473817029,1175,0,5
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,7
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,3
999,874,268,44.83045,18816.83398,5355.744629,32.805889,1771.871324,82.439398,938938391,3808159999,45,0,8
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,7
2,962,268,79.487883,36712.80469,9496.152344,20.967556,1125.724999,51.28977,2516611730,217333534,45,0,5
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,1
999,564,354,25.507564,6097.808105,3721.103516,72.888667,5513.068856,136.978391,2959878137,2117886441,44,0,7
999,164,0,111111.1072,72888888,0,0.009,0,0,0,0,0,0,8
999,1494,752,14.979231,8640.651367,4150.035156,110.238185,6030.268329,243.920266,735374373,1448824842,94,0,1
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,1082,764,15.499703,6473.980957,4366.021484,111.439092,5699.556674,233.986656,4176200260,3275555408,96,0,1
999,208,0,83333.33039,69333328,0,0.012,0,0,0,0,0,0,8
3,1190,1652,37.348532,7893.568848,10957.88574,54.824618,3064.999638,3657.859368,2727687527,2131410753,75,0,5
2,964,1580,42.647881,17420.4043,27756.24414,44.290333,2248.909904,73.701734,1493900299,922851530,198,370,4
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,5
6,1132,39742,81.020814,10192.18359,365218.3438,37.027523,1829.712156,1296.943409,524436143,2145627070,864,0,5
999,136,0,71428.57045,38857144,0,0.014,0,0,0,0,0,0,8
999,146,178,3024.193589,588709.6875,717741.9375,0.007,0,0,0,0,89,0,0
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,2
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,10880,0,5.333085,11604.79199,0,187.50875,215.203906,0,0,0,0,0,5
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,1142,268,63.933167,35052.42578,7637.882324,26.068889,1236.778735,64.445562,508461891,293218139,45,0,8
999,308,0,500000.0013,616000000,0,0.002,0,0,0,0,0,0,8
999,818,0,100000.0025,327200000,0,0.01,0,0,0,0,0,0,1
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,228,91,44.677962,12223.89063,3288.298096,6.422,9.076423,0,0,0,46,0,3
999,590,268,50.57623,14323.18848,6042.17334,32.953556,1991.948292,80.972867,1917677536,1268807664,45,0,8
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
2,984,268,72.172289,34103.8125,8622.182617,22.112222,1249.32602,62.985371,3521957415,2378083599,45,0,7
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,7
999,2548,268,24.247167,29665.59961,2896.728271,63.771222,3351.677295,116.528844,2997709590,2452298529,45,0,1
999,808,1210,25.449825,8718.810547,12682.99512,74.220111,3743.391742,126.768172,3785360829,3510460111,151,0,2
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
7,114,0,142857.1409,65142856,0,0.007,0,0,0,0,0,0,6
2,936,268,36.456081,16390.6543,4355.286621,45.717111,2329.396951,111.579453,4221794441,3418244850,45,0,7
3,700,682,11.251429,2340.297119,2253.88623,161.935764,8703.944426,227.843938,4281885798,119897012,57,0,1
999,534,354,19.626202,4442.448242,2863.116455,91.926889,4882.050891,188.508297,4029826422,3624478972,44,0,0
999,534,354,16.234247,3674.669678,2368.290283,116.352111,7064.833854,172.447047,3922662296,186468384,44,0,0
999,546,354,27.650055,6401.80127,4033.655029,63.578667,3889.691266,121.601977,188208382,3542175895,44,0,1
999,60,0,0,0,0,0,0,0,0,0,0,0,3
999,1080,734,22.693233,9459.495117,6143.894531,72.310179,3835.211371,137.257,3274791,2351542782,92,0,1
999,332,0,250000.0006,332000000,0,0.004,0,0,0,0,0,0,8
999,1882,0,90909.0902,684363648,0,0.011,0,0,0,0,0,0,1
999,2346,2356,63.910017,34333.23438,34224.78125,30.373588,1455.246198,44.810277,3208428616,2141505737,147,0,5
999,1264,838,16.304525,7198.835938,4689.491699,117.089636,7730.610772,171.045578,451078220,226585333,84,0,1
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
5,4791,1760,27.529038,23518.76172,8563.451172,67.912477,3537.047933,88.847797,1761369517,696105184,88,0,5
2,45752,440,88.182625,642243.0625,5701.276855,12.602949,1173.249321,79.549508,1110756660,1773097969,44,0,4
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,3
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,3
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,168,0,142857.1409,96000000,0,0.007,0,0,0,0,0,0,7
999,830,1224,30.409383,10689.79199,15326.3291,62.115333,3069.56721,98.438555,1197013946,1413783536,153,0,2
999,180,0,166666.6608,119999992,0,0.006,0,0,0,0,0,0,2
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,5
999,146,178,2814.258996,547842.4375,667917.4375,0.01,0,0,0,0,89,0,0
999,790,816,49.784544,10827.21582,11181.23926,41.693924,2158.15681,1984.459874,2704387263,1035306218,58,0,1
999,564,354,22.477051,5373.337402,3279.005127,81.904222,6173.134322,143.617453,350578347,603067314,44,0,7
999,564,354,25.370674,6065.083496,3701.133545,74.451667,5430.141274,133.967047,3623964841,249450511,44,0,7
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,4
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
999,200,0,1000000.003,800000000,0,0.001,0,0,0,0,0,0,4
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,1064,0,250000.0006,1064000000,0,0.004,0,0,0,0,0,0,1
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,7
999,180,0,500000.0013,360000000,0,0.002,0,0,0,0,0,0,2
999,1882,0,90909.0902,684363648,0,0.011,0,0,0,0,0,0,1
999,2152,2410,287.915987,93488.01563,104688.5078,7.06852,457.333995,458.887629,1876520987,4026430177,93,0,0
