,dst_host_count,flag_S3,dst_host_srv_count,hot,same_srv_rate,Protocol_type_tcp,dst_host_same_src_port_rate,dst_host_rerror_rate,count,dst_host_serror_rate,srv_count,Protocol_type_icmp,label
2964,1,0,0.517647059,0,1,0,0.52,0,0.258317025,0,0.258317025,1,3
2965,1,0,0.956862745,0,1,0,0.96,0.04,1,0,1,1,3
2966,1,0,1,0,1,0,1,0,0.632093933,0,0.632093933,1,3
2967,1,0,0.223529412,0,1,0,0.22,0,1,0,1,1,3
2968,1,0,1,0,1,0,1,0,0.816046967,0,0.816046967,1,3
2969,1,0,0.784313725,0,1,0,0.78,0.16,0.718199609,0,0.718199609,1,3
2970,0.988235294,0,0.419607843,0,1,0,0.42,0,0.998043053,0,0.998043053,1,3
2971,1,0,0.047058824,0,1,0,0.05,0,1,0,1,1,3
2972,1,0,0.450980392,0,1,0,0.45,0,0.225048924,0,0.225048924,1,3
2973,1,0,0.545098039,0,1,0,0.55,0,0.998043053,0,0.998043053,1,3
2974,0.662745098,0,0.294117647,0,1,0,0.44,0.37,0.589041096,0.01,0.589041096,1,3
2975,1,0,0.654901961,0,1,0,0.65,0,0.326810176,0,0.326810176,1,3
2976,0.250980392,0,0.250980392,0,1,0,1,0,0.943248532,0,0.943248532,1,3
2977,1,0,1,0,1,0,1,0,0.540117417,0,0.540117417,1,3
2978,1,0,0.91372549,0,1,0,0.91,0,0.455968689,0,0.455968689,1,3
2979,1,0,0.815686275,0,1,0,0.82,0,0.40704501,0,0.40704501,1,3
2980,1,0,1,0,1,0,1,0,0.395303327,0,0.395303327,1,3
2981,0.917647059,0,0.549019608,0,1,0,0.6,0.27,0.763209393,0.01,0.763209393,1,3
2982,1,0,0.176470588,0,1,0,0.18,0,0.088062622,0,0.088062622,1,3
2983,1,0,0.360784314,0,1,0,0.36,0,1,0.02,1,1,3
2984,1,0,0.949019608,0,1,0,0.95,0,0.998043053,0,0.998043053,1,3
2985,1,0,1,0,1,0,1,0,0.729941292,0,0.729941292,1,3
2986,1,0,1,0,1,0,1,0,0.207436399,0,0.207436399,1,3
2987,1,0,1,0,1,0,1,0,0.090019569,0,0.090019569,1,3
2988,1,0,1,0,1,0,1,0,0.025440313,0,0.025440313,1,3
2989,1,0,0.309803922,0,1,0,0.31,0,0.998043053,0,0.998043053,1,3
2990,1,0,0.219607843,0,1,0,0.22,0,1,0.02,1,1,3
2991,1,0,1,0,1,0,1,0,0.706457926,0,0.706457926,1,3
2992,1,0,1,0,1,0,1,0,0.921722114,0,0.921722114,1,3
2993,1,0,0.149019608,0,1,0,0.15,0,1,0,1,1,3
2994,1,0,0.423529412,0,1,0,0.42,0,1,0.02,1,1,3
2995,1,0,1,0,1,0,1,0,0.659491194,0,0.659491194,1,3
2996,1,0,1,0,1,0,1,0,0.363992172,0,0.363992172,1,3
2997,1,0,0.078431373,0,1,0,0.08,0,0.039138943,0,0.039138943,1,3
2998,0.788235294,0,0.788235294,0,1,0,1,0,0.894324853,0,0.894324853,1,3
2999,1,0,0.368627451,0,1,0,0.37,0,0.183953033,0,0.183953033,1,3
3000,1,0,0.541176471,0,1,0,0.54,0,1,0,1,1,3
3001,1,0,0.568627451,0,1,0,0.57,0,1,0,1,1,3
3002,1,0,1,0,1,0,1,0,0.954990215,0,0.954990215,1,3
3003,0.819607843,0,0.819607843,0,1,0,1,0,0.870841487,0,0.870841487,1,3
3004,1,0,1,0,1,0,1,0,0.105675147,0,0.105675147,1,3
3005,1,0,0.105882353,0,1,0,0.11,0.02,1,0.31,1,1,3
3006,1,0,0.674509804,0,1,0,0.67,0.25,0.745596869,0,0.745596869,1,3
3007,0.654901961,0,0.28627451,0,1,0,0.44,0.38,0.585127202,0.01,0.585127202,1,3
3008,1,0,0.584313725,0,1,0,0.58,0,0.291585127,0,0.291585127,1,3
3009,0.678431373,0,0.309803922,0,1,0,0.46,0.36,0.962818004,0.01,0.962818004,1,3
3010,1,0,0.68627451,0,1,0,0.69,0,0.342465753,0,0.342465753,1,3
3011,1,0,1,0,1,0,1,0,0.309197652,0,0.309197652,1,3
3012,1,0,0.588235294,0,1,0,0.59,0.02,1,0,1,1,3
3013,1,0,0.070588235,0,1,0,0.07,0,1,0,1,1,3
3014,1,0,0.698039216,0,1,0,0.7,0,0.996086106,0,0.994129159,1,3
3015,1,0,0.603921569,0,1,0,0.6,0,0.998043053,0,0.998043053,1,3
3016,1,0,1,0,1,0,1,0,0.060665362,0,0.060665362,1,3
3017,1,0,0.078431373,0,1,0,0.08,0.02,1,0.34,1,1,3
3018,1,0,0.254901961,0,1,0,0.25,0,0.127201566,0,0.127201566,1,3
3019,1,0,0.007843137,0,1,0,0.01,0,0.452054795,0,0.452054795,1,3
3020,1,0,0.364705882,0,1,0,0.36,0,0.181996086,0,0.181996086,1,3
3021,0.552941176,0,0.552941176,0,1,0,1,0,0.951076321,0,0.951076321,1,3
3022,1,0,1,0,1,0,1,0,0.133072407,0,0.133072407,1,3
3023,1,0,0.647058824,0,1,0,0.65,0,0.996086106,0,0.996086106,1,3
3024,0.843137255,0,0.474509804,0,1,0,0.56,0.29,0.426614481,0.01,0.426614481,1,3
3025,1,0,1,0,1,0,1,0,0.655577299,0,0.655577299,1,3
3026,0.603921569,0,0.235294118,0,1,0,0.39,0.41,1,0.01,1,1,3
3027,1,0,0.109803922,0,1,0,0.11,0.02,1,0.31,1,1,3
3028,0.678431373,0,0.678431373,0,1,0,1,0,0.878669276,0,0.878669276,1,3
3029,1,0,1,0,1,0,1,0,0.978473581,0,0.978473581,1,3
3030,1,0,0.725490196,0,1,0,0.73,0,1,0,1,1,3
3031,1,0,0.439215686,0,1,0,0.44,0,1,0.02,1,1,3
3032,1,0,0.4,0,1,0,0.4,0,0.199608611,0,0.199608611,1,3
3033,1,0,0.847058824,0,1,0,0.85,0,0.998043053,0,0.998043053,1,3
3034,1,0,0.058823529,0,1,0,0.06,0,1,0,1,1,3
3035,0.721568627,0,0.721568627,0,1,0,1,0,0.859099804,0,0.859099804,1,3
3036,1,0,1,0,1,0,1,0,0.162426614,0,0.162426614,1,3
3037,1,0,0.890196078,0,1,0,0.89,0,1,0,1,1,3
3038,1,0,1,0,1,0,1,0,0.739726027,0,0.739726027,1,3
3039,1,0,0.560784314,0,1,0,0.56,0,0.998043053,0,0.998043053,1,3
3040,1,0,0.737254902,0,1,0,0.74,0,1,0,1,1,3
3041,1,0,1,0,1,0,1,0,0.412915851,0,0.412915851,1,3
3042,0.874509804,0,0.305882353,0,1,0,0.35,0,1,0,1,1,3
3043,1,0,1,0,1,0,1,0,0.234833659,0,0.234833659,1,3
3044,1,0,0.756862745,0,1,0,0.76,0,1,0,1,1,3
3045,1,0,0.611764706,0,1,0,0.61,0,1,0,1,1,3
3046,1,0,1,0,1,0,1,0,0.383561644,0,0.383561644,1,3
3047,1,0,1,0,1,0,1,0,0.718199609,0,0.718199609,1,3
3048,0.690196078,0,0.121568627,0,1,0,0.18,0,1,0,1,1,3
3049,1,0,0.874509804,0,1,0,0.87,0,1,0,1,1,3
3050,1,0,1,0,1,0,1,0,0.268101761,0,0.268101761,1,3
3051,1,0,0.701960784,0,1,0,0.7,0,1,0,1,1,3
3052,1,0,0.847058824,0,1,0,0.85,0,0.996086106,0,0.996086106,1,3
3053,0.360784314,0,0.360784314,0,1,0,1,0,0.933463796,0,0.933463796,1,3
3054,1,0,0.937254902,0,1,0,0.94,0,0.998043053,0,0.998043053,1,3
3055,1,0,1,0,1,0,1,0,0.138943249,0,0.138943249,1,3
3056,0.019607843,0,0.019607843,0,1,0,1,0,0.857142857,0,0.857142857,1,3
3057,1,0,0.117647059,0,1,0,0.12,0.02,1,0.3,1,1,3
3058,0.42745098,0,0.42745098,0,1,0,1,0,0.943248532,0,0.943248532,1,3
3059,1,0,1,0,1,0,1,0,0.85518591,0,0.85518591,1,3
3060,1,0,0.470588235,0,1,0,0.47,0,0.234833659,0,0.234833659,1,3
3061,1,0,0.858823529,0,1,0,0.86,0,0.998043053,0,0.998043053,1,3
3062,1,0,1,0,1,0,1,0,0.776908023,0,0.776908023,1,3
3063,1,0,1,0,1,0,1,0,0.819960861,0,0.819960861,1,3
3064,1,0,0.921568627,0,1,0,0.92,0.01,1,0,1,1,3
3065,1,0,0.176470588,0,1,0,0.18,0,1,0,1,1,3
3066,0.784313725,0,0.784313725,0,1,0,1,0,0.894324853,0,0.894324853,1,3
3067,1,0,0.235294118,0,1,0,0.24,0,1,0,1,1,3
3068,1,0,0.588235294,0,1,0,0.59,0,1,0,1,1,3
3069,1,0,1,0,1,0,1,0,0.530332681,0,0.530332681,1,3
3070,1,0,0.91372549,0,1,0,0.91,0,1,0,1,1,3
3071,1,0,0.839215686,0,1,0,0.84,0.02,1,0,1,1,3
3072,1,0,0.443137255,0,1,0,0.44,0.02,1,0.01,1,1,3
3073,1,0,0.207843137,0,1,0,0.21,0,1,0,1,1,3
3074,1,0,0.537254902,0,1,0,0.54,0.02,1,0.01,1,1,3
3075,1,0,0.015686275,0,1,0,0.02,0,1,0.2,1,1,3
3076,1,0,1,0,1,0,1,0,0.334637965,0,0.334637965,1,3
3077,1,0,0.011764706,0,1,0,0.01,0,1,0.21,1,1,3
3078,1,0,0.909803922,0,1,0,0.91,0,1,0,1,1,3
3079,1,0,1,0,1,0,1,0,0.477495108,0,0.477495108,1,3
3080,1,0,0.42745098,0,1,0,0.43,0,1,0,1,1,3
3081,1,0,0.28627451,0,1,0,0.29,0,1,0,1,1,3
3082,0.607843137,0,0.039215686,0,1,0,0.06,0,1,0,1,1,3
3083,1,0,0.407843137,0,1,0,0.41,0,1,0.02,1,1,3
3084,0.690196078,0,0.321568627,0,1,0,0.47,0.36,0.125244618,0.01,0.125244618,1,3
3085,1,0,0.380392157,0,1,0,0.38,0,1,0,1,1,3
3086,1,0,0.560784314,0,1,0,0.56,0,1,0.01,1,1,3
3087,1,0,0.529411765,0,1,0,0.53,0,1,0,1,1,3
3088,1,0,0.705882353,0,1,0,0.71,0,0.352250489,0,0.352250489,1,3
3089,1,0,0.11372549,0,1,0,0.11,0.02,1,0.31,1,1,3
3090,0.666666667,0,0.298039216,0,1,0,0.45,0.37,0.101761252,0.01,0.101761252,1,3
3091,1,0,1,0,1,0,1,0,0.57925636,0,0.57925636,1,3
3092,1,0,1,0,1,0,1,0,0.115459883,0,0.115459883,1,3
3093,1,0,0.68627451,0,1,0,0.69,0.24,1,0,1,1,3
3094,1,0,0.31372549,0,1,0,0.31,0,1,0.02,1,1,3
3095,1,0,0.380392157,0,1,0,0.38,0.02,1,0.04,1,1,3
3096,1,0,0.588235294,0,1,0,0.59,0,0.293542074,0,0.293542074,1,3
3097,1,0,0.745098039,0,1,0,0.75,0,1,0,1,1,3
3098,1,0,1,0,1,0,1,0,0.962818004,0,0.962818004,1,3
3099,1,0,0.4,0,1,0,0.4,0.02,1,0.02,1,1,3
3100,1,0,0.850980392,0,1,0,0.85,0,0.007827789,0,0.007827789,1,3
3101,0.976470588,0,0.976470588,0,1,0,1,0,0.886497065,0,0.886497065,1,3
3102,1,0,1,0,1,0,1,0,0.589041096,0,0.589041096,1,3
3103,1,0,0.588235294,0,1,0,0.59,0,1,0.01,1,1,3
3104,0.760784314,0,0.392156863,0,1,0,0.52,0.32,0.702544031,0.01,0.702544031,1,3
3105,1,0,0.796078431,0,1,0,0.8,0,0.996086106,0,0.996086106,1,3
3106,1,0,1,0,1,0,1,0,0.360078278,0,0.360078278,1,3
3107,1,0,1,0,1,0,1,0,0.747553816,0,0.747553816,1,3
3108,1,0,1,0,1,0,1,0,0.913894325,0,0.913894325,1,3
3109,1,0,0.925490196,0,1,0,0.93,0.01,1,0,1,1,3
3110,1,0,0.443137255,0,1,0,0.44,0,1,0.02,1,1,3
3111,1,0,0.843137255,0,1,0,0.84,0,0.42074364,0,0.42074364,1,3
3112,1,0,0.31372549,0,1,0,0.31,0.02,1,0.11,1,1,3
3113,0.003921569,0,0.003921569,0,1,0,1,0,0.001956947,0,0.001956947,1,3
3114,0.921568627,0,0.352941176,0,1,0,0.38,0,1,0,1,1,3
3115,0.898039216,0,0.329411765,0,1,0,0.37,0,1,0,1,1,3
3116,1,0,1,0,1,0,1,0,0.639921722,0,0.639921722,1,3
3117,1,0,1,0,1,0,1,0,0.522504892,0,0.522504892,1,3
3118,1,0,0.768627451,0,1,0,0.77,0.17,0.776908023,0,0.776908023,1,3
3119,0.964705882,0,0.596078431,0,1,0,0.62,0.26,1,0.01,1,1,3
3120,1,0,0.462745098,0,1,0,0.46,0,1,0,1,1,3
3121,1,0,1,0,1,0,1,0,0.636007828,0,0.636007828,1,3
3122,1,0,0.525490196,0,1,0,0.53,0.02,1,0.01,1,1,3
3123,1,0,0.309803922,0,1,0,0.31,0,1,0,1,1,3
3124,0.447058824,0,0.078431373,0,1,0,0.18,0.55,1,0.02,1,1,3
3125,0.549019608,0,0.180392157,0,1,0,0.33,0.45,1,0.01,1,1,3
3126,1,0,0.662745098,0,1,0,0.66,0,1,0,1,1,3
3127,1,0,1,0,1,0,1,0,0.436399217,0,0.436399217,1,3
3128,1,0,0.756862745,0,1,0,0.76,0.02,0.998043053,0,0.998043053,1,3
3129,1,0,0.631372549,0,1,0,0.63,0.25,0.213307241,0.01,0.213307241,1,3
3130,1,0,1,0,1,0,1,0,0.95890411,0,0.95890411,1,3
3131,1,0,0.470588235,0,1,0,0.47,0,1,0,1,1,3
3132,1,0,1,0,1,0,1,0,0.553816047,0,0.553816047,1,3
3133,1,0,1,0,1,0,1,0,0.13111546,0,0.13111546,1,3
3134,1,0,1,0,1,0,1,0,0.035225049,0,0.035225049,1,3
3135,0.980392157,0,0.411764706,0,1,0,0.42,0,1,0,1,1,3
3136,1,0,1,0,1,0,1,0,0.688845401,0,0.688845401,1,3
3137,1,0,0.396078431,0,1,0,0.4,0,1,0,1,1,3
3138,1,0,1,0,1,0,1,0,0.62035225,0,0.62035225,1,3
3139,1,0,0.08627451,0,1,0,0.09,0,1,0.13,1,1,3
3140,1,0,0.494117647,0,1,0,0.49,0.02,1,0.01,1,1,3
3141,1,0,0.050980392,0,1,0,0.05,0,1,0,1,1,3
3142,1,0,0.960784314,0,1,0,0.96,0.03,1,0,1,1,3
3143,1,0,1,0,1,0,1,0,0.798434442,0,0.798434442,1,3
3144,1,0,1,0,1,0,1,0,0.53816047,0,0.53816047,1,3
3145,1,0,1,0,1,0,1,0,0.403131115,0,0.403131115,1,3
3146,0.647058824,0,0.278431373,0,1,0,0.43,0.38,1,0.01,1,1,3
3147,0.02745098,0,0.02745098,0,1,0,1,0,0.863013699,0,0.863013699,1,3
3148,1,0,0.270588235,0,1,0,0.27,0,1,0,1,1,3
3149,1,0,0.266666667,0,1,0,0.27,0,1,0,1,1,3
3150,1,0,0.623529412,0,1,0,0.62,0,0.311154599,0,0.311154599,1,3
3151,1,0,1,0,1,0,1,0,0.839530333,0,0.839530333,1,3
3152,1,0,1,0,1,0,1,0,0.549902153,0,0.549902153,1,3
3153,1,0,0.705882353,0,1,0,0.71,0,1,0,1,1,3
3154,1,0,1,0,1,0,1,0,0.520547945,0,0.520547945,1,3
3155,1,0,1,0,1,0,1,0,0.395303327,0,0.395303327,1,3
3156,1,0,1,0,1,0,1,0,0.497064579,0,0.497064579,1,3
3157,1,0,1,0,1,0,1,0,0.138943249,0,0.138943249,1,3
3158,1,0,0.364705882,0,1,0,0.36,0.02,1,0.05,1,1,3
3159,1,0,1,0,1,0,1,0,0.037181996,0,0.037181996,1,3
3160,1,0,1,0,1,0,1,0,0.673189824,0,0.673189824,1,3
3161,0.415686275,0,0.047058824,0,1,0,0.11,0.59,0.516634051,0.02,0.516634051,1,3
3162,1,0,0.17254902,0,1,0,0.17,0,0.086105675,0,0.086105675,1,3
3163,1,0,0.282352941,0,1,0,0.28,0,1,0.02,1,1,3
3164,1,0,1,0,1,0,1,0,0.81409002,0,0.81409002,1,3
3165,1,0,1,0,1,0,1,0,0.684931507,0,0.684931507,1,3
3166,1,0,1,0,1,0,1,0,0.495107632,0,0.495107632,1,3
3167,1,0,0.57254902,0,1,0,0.57,0,0.996086106,0,0.996086106,1,3
3168,1,0,0.109803922,0,1,0,0.11,0,1,0.11,1,1,3
3169,1,0,1,0,1,0,1,0,0.919765166,0,0.919765166,1,3
3170,1,0,0.611764706,0,1,0,0.61,0,1,0.01,1,1,3
3171,1,0,0.768627451,0,1,0,0.77,0,1,0,1,1,3
3172,0.980392157,0,0.611764706,0,1,0,0.62,0.25,0.945205479,0.01,0.945205479,1,3
3173,0.207843137,0,0.207843137,0,1,0,1,0,0.933463796,0,0.933463796,1,3
3174,1,0,1,0,1,0,1,0,0.516634051,0,0.516634051,1,3
3175,1,0,1,0,1,0,1,0,0.776908023,0,0.776908023,1,3
3176,1,0,1,0,1,0,1,0,0.641878669,0,0.641878669,1,3
3177,1,0,0.611764706,0,1,0,0.61,0.02,0.994129159,0,0.994129159,1,3
3178,1,0,0.674509804,0,1,0,0.67,0.02,1,0,1,1,3
3179,1,0,1,0,1,0,1,0,0.412915851,0,0.412915851,1,3
3180,0.356862745,0,0.356862745,0,1,0,1,0,0.937377691,0,0.937377691,1,3
3181,1,0,1,0,1,0,1,0,0.847358121,0,0.847358121,1,3
3182,1,0,0.458823529,0,1,0,0.46,0,1,0.02,1,1,3
3183,1,0,0.854901961,0,1,0,0.85,0.02,0.998043053,0,0.998043053,1,3
3184,1,0,1,0,1,0,1,0,0.123287671,0,0.123287671,1,3
3185,1,0,1,0,1,0,1,0,0.68297456,0,0.68297456,1,3
3186,0.564705882,0,0.564705882,0,1,0,1,0,0.937377691,0,0.937377691,1,3
3187,1,0,0.4,0,1,0,0.4,0,1,0.02,1,1,3
3188,0.450980392,0,0.082352941,0,1,0,0.18,0.55,1,0.02,1,1,3
3189,1,0,1,0,1,0,1,0,0.375733855,0,0.375733855,1,3
3190,1,0,1,0,1,0,1,0,0.187866928,0,0.187866928,1,3
3191,1,0,0.690196078,0,1,0,0.69,0,0.998043053,0,0.998043053,1,3
3192,1,0,0.654901961,0,1,0,0.65,0.02,1,0,1,1,3
3193,1,0,0.305882353,0,1,0,0.31,0,1,0.02,1,1,3
3194,1,0,0.847058824,0,1,0,0.85,0.02,1,0,1,1,3
3195,1,0,1,0,1,0,1,0,0.223091977,0,0.223091977,1,3
3196,1,0,0.662745098,0,1,0,0.66,0,0.33072407,0,0.33072407,1,3
3197,0.57254902,0,0.003921569,0,1,0,0.01,0,0.001956947,0,0.001956947,1,3
3198,1,0,1,0,1,0,1,0,0.727984344,0,0.727984344,1,3
3199,1,0,1,0,1,0,1,0,0.636007828,0,0.636007828,1,3
3200,0.964705882,0,0.964705882,0,1,0,1,0,0.872798434,0,0.872798434,1,3
3201,0.349019608,0,0.349019608,0,1,0,1,0,0.947162427,0,0.947162427,1,3
3202,1,0,1,0,1,0,1,0,0.73776908,0,0.73776908,1,3
3203,1,0,0.474509804,0,1,0,0.47,0.02,0.998043053,0.01,0.998043053,1,3
3204,1,0,0.317647059,0,1,0,0.32,0,1,0,1,1,3
3205,0.941176471,0,0.37254902,0,1,0,0.4,0,1,0,1,1,3
3206,1,0,1,0,1,0,1,0,0.424657534,0,0.424657534,1,3
3207,0.584313725,0,0.215686275,0,1,0,0.37,0.42,0.600782779,0.01,0.600782779,1,3
3208,1,0,0.662745098,0,1,0,0.66,0.02,1,0,1,1,3
3209,1,0,1,0,1,0,1,0,0.105675147,0,0.105675147,1,3
3210,1,0,1,0,1,0,1,0,0.033268102,0,0.033268102,1,3
3211,0.741176471,0,0.37254902,0,1,0,0.5,0.33,1,0.01,1,1,3
3212,0.603921569,0,0.603921569,0,1,0,1,0,0.886497065,0,0.886497065,1,3
3213,1,0,1,0,1,0,1,0,0.863013699,0,0.863013699,1,3
3214,1,0,1,0,1,0,1,0,0.786692759,0,0.786692759,1,3
3215,1,0,0.929411765,0,1,0,0.93,0,1,0,1,1,3
3216,1,0,1,0,1,0,1,0,0.857142857,0,0.857142857,1,3
3217,1,0,1,0,1,0,1,0,0.422700587,0,0.422700587,1,3
3218,1,0,0.988235294,0,1,0,0.99,0,1,0,1,1,3
3219,1,0,0.137254902,0,1,0,0.14,0,0.068493151,0,0.068493151,1,3
3220,1,0,0.435294118,0,1,0,0.44,0,1,0,1,1,3
3221,1,0,0.482352941,0,1,0,0.48,0,1,0,1,1,3
3222,1,0,1,0,1,0,1,0,0.088062622,0,0.088062622,1,3
3223,0.890196078,0,0.321568627,0,1,0,0.36,0,1,0,1,1,3
3224,1,0,0.850980392,0,1,0,0.85,0,0.424657534,0,0.424657534,1,3
3225,1,0,0.878431373,0,1,0,0.88,0,1,0,1,1,3
3226,0.592156863,0,0.592156863,0,1,0,1,0,0.872798434,0,0.872798434,1,3
3227,1,0,0.301960784,0,1,0,0.3,0,1,0.02,1,1,3
3228,1,0,0.156862745,0,1,0,0.16,0,0.078277886,0,0.078277886,1,3
3229,1,0,0.898039216,0,1,0,0.9,0,1,0,1,1,3
3230,1,0,0.607843137,0,1,0,0.61,0.02,0.994129159,0,0.994129159,1,3
3231,0.933333333,0,0.364705882,0,1,0,0.39,0,1,0,1,1,3
3232,1,0,0.352941176,0,1,0,0.35,0,0.176125245,0,0.176125245,1,3
3233,0.525490196,0,0.156862745,0,1,0,0.3,0.47,0.712328767,0.01,0.712328767,1,3
3234,0.839215686,0,0.270588235,0,1,0,0.32,0,1,0,1,1,3
3235,1,0,1,0,1,0,1,0,0.217221135,0,0.217221135,1,3
3236,1,0,0.764705882,0,1,0,0.76,0,1,0,1,1,3
3237,1,0,0.305882353,0,1,0,0.31,0.02,1,0.11,1,1,3
3238,1,0,0.058823529,0,1,0,0.06,0,1,0,1,1,3
3239,1,0,0.701960784,0,1,0,0.7,0,0.996086106,0,0.996086106,1,3
3240,1,0,0.929411765,0,1,0,0.93,0,1,0,1,1,3
3241,1,0,0.905882353,0,1,0,0.91,0,1,0,1,1,3
3242,1,0,0.858823529,0,1,0,0.86,0.09,1,0,1,1,3
3243,0.639215686,0,0.270588235,0,1,0,0.42,0.39,1,0.01,1,1,3
3244,1,0,0.737254902,0,1,0,0.74,0,1,0,1,1,3
3245,1,0,0.721568627,0,1,0,0.72,0.02,1,0,1,1,3
3246,1,0,0.607843137,0,1,0,0.61,0,1,0,1,1,3
3247,1,0,1,0,1,0,1,0,0.722113503,0,0.722113503,1,3
3248,1,0,1,0,1,0,1,0,0.47553816,0,0.47553816,1,3
3249,1,0,0.435294118,0,1,0,0.44,0,1,0.02,1,1,3
3250,1,0,0.780392157,0,1,0,0.78,0.16,0.716242661,0,0.716242661,1,3
3251,1,0,0.992156863,0,1,0,0.99,0,0.495107632,0,0.495107632,1,3
3252,1,0,1,0,1,0,1,0,0.446183953,0,0.446183953,1,3
3253,1,0,1,0,1,0,1,0,0.297455969,0,0.297455969,1,3
3254,1,0,0.698039216,0,1,0,0.7,0,1,0,1,1,3
3255,1,0,0.717647059,0,1,0,0.72,0,0.358121331,0,0.358121331,1,3
3256,1,0,0.266666667,0,1,0,0.27,0,0.133072407,0,0.133072407,1,3
3257,1,0,0.031372549,0,1,0,0.03,0,0.463796477,0,0.463796477,1,3
3258,1,0,0.262745098,0,1,0,0.26,0,1,0,1,1,3
3259,1,0,1,0,1,0,1,0,0.487279843,0,0.487279843,1,3
3260,0.168627451,0,0.168627451,0,1,0,1,0,0.906066536,0,0.906066536,1,3
3261,1,0,1,0,1,0,1,0,0.193737769,0,0.193737769,1,3
3262,1,0,0.694117647,0,1,0,0.69,0,1,0,1,1,3
3263,1,0,0.811764706,0,1,0,0.81,0,1,0,1,1,3
3264,1,0,1,0,1,0,1,0,0.048923679,0,0.048923679,1,3
3265,1,0,1,0,1,0,1,0,0.637964775,0,0.637964775,1,3
3266,1,0,1,0,1,0,1,0,0.953033268,0,0.953033268,1,3
3267,0.768627451,0,0.2,0,1,0,0.26,0,1,0,1,1,3
3268,1,0,1,0,1,0,1,0,0.943248532,0,0.943248532,1,3
3269,0.890196078,0,0.890196078,0,1,0,1,0,0.8962818,0,0.8962818,1,3
3270,1,0,1,0,1,0,1,0,0.823874755,0,0.823874755,1,3
3271,1,0,0.82745098,0,1,0,0.83,0,1,0,1,1,3
3272,1,0,1,0,1,0,1,0,0.311154599,0,0.311154599,1,3
3273,1,0,0.949019608,0,1,0,0.95,0,0.473581213,0,0.473581213,1,3
3274,1,0,0.650980392,0,1,0,0.65,0,0.996086106,0,0.996086106,1,3
3275,1,0,1,0,1,0,1,0,0.471624266,0,0.471624266,1,3
3276,1,0,0.694117647,0,1,0,0.69,0.02,1,0,1,1,3
3277,0.635294118,0,0.066666667,0,1,0,0.1,0,1,0,1,1,3
3278,1,0,1,0,1,0,1,0,0.387475538,0,0.387475538,1,3
3279,1,0,0.862745098,0,1,0,0.86,0,1,0,1,1,3
3280,1,0,0.168627451,0,1,0,0.17,0,0.998043053,0,0.998043053,1,3
3281,1,0,1,0,1,0,1,0,0.123287671,0,0.123287671,1,3
3282,1,0,1,0,1,0,1,0,0.62035225,0,0.62035225,1,3
3283,0.97254902,0,0.403921569,0,1,0,0.42,0,1,0,1,1,3
3284,0.862745098,0,0.294117647,0,1,0,0.34,0,0.62035225,0,0.62035225,1,3
3285,1,0,0.51372549,0,1,0,0.51,0,1,0.01,1,1,3
3286,1,0,1,0,1,0,1,0,0.694716243,0,0.694716243,1,3
3287,1,0,0.478431373,0,1,0,0.48,0.02,1,0.01,1,1,3
3288,0.149019608,0,0.149019608,0,1,0,1,0,0.878669276,0,0.878669276,1,3
3289,1,0,0.262745098,0,1,0,0.26,0,1,0.02,1,1,3
3290,0.098039216,0,0.098039216,0,1,0,1,0,0.853228963,0,0.853228963,1,3
3291,1,0,0.764705882,0,1,0,0.76,0,1,0,1,1,3
3292,1,0,0.956862745,0,1,0,0.96,0,1,0,1,1,3
3293,0.4,0,0.4,0,1,0,1,0,0.943248532,0,0.943248532,1,3
3294,0.568627451,0,0.2,0,1,0,0.35,0.43,0.311154599,0.01,0.311154599,1,3
3295,0.729411765,0,0.160784314,0,1,0,0.22,0,1,0,1,1,3
3296,0.611764706,0,0.611764706,0,1,0,1,0,0.890410959,0,0.890410959,1,3
3297,1,0,1,0,1,0,1,0,0.260273973,0,0.260273973,1,3
3298,1,0,1,0,1,0,1,0,0.093933464,0,0.093933464,1,3
3299,1,0,0.88627451,0,1,0,0.89,0,1,0,1,1,3
3300,1,0,0.203921569,0,1,0,0.2,0,1,0,1,1,3
3301,1,0,0.160784314,0,1,0,0.16,0.02,1,0.26,1,1,3
3302,1,0,0.121568627,0,1,0,0.12,0,1,0,1,1,3
3303,1,0,0.337254902,0,1,0,0.34,0,0.998043053,0,0.998043053,1,3
3304,1,0,1,0,1,0,1,0,0.156555773,0,0.156555773,1,3
3305,1,0,0.643137255,0,1,0,0.64,0,0.320939335,0,0.320939335,1,3
3306,1,0,0.556862745,0,1,0,0.56,0,0.998043053,0,0.998043053,1,3
3307,0.435294118,0,0.435294118,0,1,0,1,0,0.943248532,0,0.943248532,1,3
3308,1,0,0.960784314,0,1,0,0.96,0.01,1,0,1,1,3
3309,1,0,0.494117647,0,1,0,0.49,0,0.998043053,0,0.998043053,1,3
3310,1,0,0.62745098,0,1,0,0.63,0,0.313111546,0,0.313111546,1,3
3311,1,0,0.015686275,0,1,0,0.02,0.02,1,0.4,1,1,3
3312,1,0,0.345098039,0,1,0,0.35,0,0.998043053,0,0.998043053,1,3
3313,1,0,0.635294118,0,1,0,0.64,0.02,1,0,1,1,3
3314,1,0,0.760784314,0,1,0,0.76,0,0.37964775,0,0.37964775,1,3
3315,1,0,0.364705882,0,1,0,0.36,0,1,0,1,1,3
3316,1,0,1,0,1,0,1,0,0.064579256,0,0.064579256,1,3
